A_Index;Ausbaustufe;Baujahr;Besonderheiten;EG_qm;Gesamtqual;Gesamtzustand;Grundstueck_qm;Kellerhoehe;Lage;QualInnenfarbe;Steigung;Umgebaut;Verkaufsjahr;Wohnflaeche_qm;Z_Verkaufspreis
396;1 Ebene;1957;Familienverkauf;104;Durchschnitt;Durchschnitt;904;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1957;2006;104;70629
1818;1 Ebene;1983;;87;Durchschnitt;Durchschnitt;721;Gut;NeuBerlin_C;4;Keine/Kaum;1983;2008;87;94154
1083;2 Ebenen;2003;;108;Durchschnitt;Durchschnitt;804;Sehr gut;NeuBerlin_B;3;Keine/Kaum;2003;2012;259;228820
1323;1 Ebene;1929;;85;Durchschnitt;Gut;706;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2001;2010;85;95212
2596;1 Ebene;1959;;110;Durchschnitt;Durchschnitt;1418;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1959;2009;110;102868
2304;1,5 Ebenen;1917;;62;Durchschnitt;Durchschnitt;1565;Gut;NeuBerlin_B;5;Keine/Kaum;1998;2010;117;111459
1302;1,5 Ebenen;1903;;63;Durchschnitt;Durchschnitt;908;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2009;2007;109;85652
1988;1 Ebene;2007;;69;Gut;Durchschnitt;1337;Gut;NeuBerlin_A;4;Keine/Kaum;2007;2013;127;166050
2361;1 Ebene;1961;;118;Durchschnitt;Schlecht;961;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1961;2012;118;50943
1452;1 Ebene;2010;;158;Gut;Durchschnitt;1150;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2011;2013;158;275400
27;1 Ebene;2009;;153;Gut;Durchschnitt;1326;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2010;2012;153;275943
2315;1 Ebene;1980;;181;Durchschnitt;Durchschnitt;825;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1980;2005;181;88653
1001;1 Ebene;1958;;128;Durchschnitt;Durchschnitt;880;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1958;2012;128;129905
2290;1,5 Ebenen;1939;;108;Durchschnitt;Durchschnitt;1051;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2010;152;86900
1875;1 Ebene;1959;;111;Durchschnitt;Durchschnitt;907;Gut;NeuBerlin_B;2;Keine/Kaum;1959;2010;111;105036
2632;2 Ebenen;1903;;78;Durchschnitt;Durchschnitt;653;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1973;2005;132;78997
1100;2 Ebenen;1969;;97;Durchschnitt;Durchschnitt;777;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1969;2013;171;139500
2409;1 Ebene;2004;;120;Gut;Durchschnitt;690;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2005;2011;120;176219
2270;1 Ebene;1963;;160;Durchschnitt;Durchschnitt;1057;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1963;2009;160;80627
892;1 Ebene;1977;Familienverkauf;83;Durchschnitt;Durchschnitt;1181;Gut;NeuBerlin_B;4;Keine/Kaum;1977;2008;83;88101
1098;1 Ebene;1970;;147;Durchschnitt;Durchschnitt;896;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1970;2012;147;105283
1308;1 Ebene;2008;;145;Sehr gut;Durchschnitt;735;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2008;2007;145;176063
1501;1 Ebene;1967;;94;Gut;Gut;1417;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2004;2008;94;110967
494;2 Ebenen;1938;Familienverkauf;121;Durchschnitt;Durchschnitt;2133;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2010;2007;286;191354
1929;1 Ebene;2008;;99;Durchschnitt;Durchschnitt;370;Gut;NeuBerlin_A;3;Keine/Kaum;2009;2011;99;116545
1439;1 Ebene;1888;;97;Durchschnitt;Durchschnitt;1082;Schlecht;NeuBerlin_C;2;Keine/Kaum;1998;2007;97;63446
2043;1,5 Ebenen;1948;;97;Durchschnitt;Durchschnitt;1102;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2010;144;105792
2359;1 Ebene;1995;;92;Durchschnitt;Durchschnitt;915;Gut;NeuBerlin_B;3;Keine/Kaum;1995;2013;92;132300
1693;1 Ebene;2006;;151;Gut;Durchschnitt;1068;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2012;151;241132
573;1 Ebene;1955;;88;Durchschnitt;Durchschnitt;1101;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1955;2008;88;84066
2234;2 Ebenen;2006;;137;Gut;Durchschnitt;1226;Gut;NeuBerlin_A;3;Keine/Kaum;2006;2009;210;169594
191;1 Ebene;1979;;98;Durchschnitt;Durchschnitt;425;Gut;NeuBerlin_C;3;Keine/Kaum;1979;2008;98;87361
1021;1 Ebene;1943;;72;Durchschnitt;Durchschnitt;693;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1958;2009;72;67003
548;2 Ebenen;1996;;100;Gut;Durchschnitt;1131;Gut;NeuBerlin_B;4;Keine/Kaum;1996;2009;195;126778
1973;1 Ebene;1962;;96;Durchschnitt;Durchschnitt;961;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1962;2012;96;105707
842;2 Ebenen;1996;;101;Gut;Durchschnitt;1062;Gut;NeuBerlin_B;4;Keine/Kaum;1996;2008;192;171495
1256;2 Ebenen;2007;;127;Gut;Durchschnitt;296;Gut;NeuBerlin_A;1;Keine/Kaum;2008;2011;279;224879
1807;1 Ebene;1966;;96;Durchschnitt;Durchschnitt;1014;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2002;2007;153;109127
699;1 Ebene;1953;Familienverkauf;107;Durchschnitt;Gut;1404;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2007;2011;107;126957
1636;1,5 Ebenen;1951;;93;Durchschnitt;Durchschnitt;760;Schlecht;NeuBerlin_A;4;Keine/Kaum;1953;2006;135;54767
1296;1 Ebene;1968;;86;Gut;Durchschnitt;817;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2008;2010;86;102013
1537;1 Ebene;2009;;149;Gut;Durchschnitt;807;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2009;2008;149;215143
1825;2 Ebenen;1997;;227;Sehr gut;Durchschnitt;2159;Sehr gut;NeuBerlin_A;3;Keine/Kaum;1998;2007;401;479020
148;1,5 Ebenen;1956;;99;Durchschnitt;Durchschnitt;961;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1956;2005;149;84644
1578;1 Ebene;1993;;75;Durchschnitt;Gut;1190;Gut;NeuBerlin_A;1;Keine/Kaum;1993;2008;75;79695
214;1 Ebene;1981;;158;Durchschnitt;Durchschnitt;1117;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2001;2011;158;147383
2117;1 Ebene;1969;;82;Durchschnitt;Durchschnitt;785;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2011;2013;82;124110
2457;1 Ebene;1980;;96;Durchschnitt;Durchschnitt;884;Gut;NeuBerlin_B;1;Keine/Kaum;2011;2012;96;127783
1264;1 Ebene;1970;;87;Durchschnitt;Durchschnitt;883;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1970;2005;87;72955
1570;2 Ebenen;1975;;44;Durchschnitt;Durchschnitt;176;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1975;2006;91;56563
1650;2 Ebenen;1994;;79;Durchschnitt;Durchschnitt;1413;Gut;NeuBerlin_A;5;Keine/Kaum;1994;2009;158;102868
2339;1 Ebene;1997;;184;Gut;Durchschnitt;1435;Gut;NeuBerlin_A;1;Keine/Kaum;1997;2010;184;227830
111;1,5 Ebenen;1944;;62;Durchschnitt;Durchschnitt;581;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2012;105;56462
1837;2 Ebenen;1980;;122;Durchschnitt;Gut;1381;Gut;NeuBerlin_B;2;Keine/Kaum;1995;2012;212;195283
1195;1 Ebene;1893;;67;Durchschnitt;Durchschnitt;1086;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2001;2011;67;62878
813;1,5 Ebenen;1893;;93;Gut;Gut;1423;Schlecht;NeuBerlin_C;5;Keine/Kaum;2009;2007;143;87556
2277;1 Ebene;1951;;156;Durchschnitt;Durchschnitt;5728;Durchschnitt;NeuBerlin_A;4;Stark;1953;2013;156;144000
1815;2 Ebenen;2001;;86;Durchschnitt;Durchschnitt;961;Gut;NeuBerlin_A;3;Keine/Kaum;2001;2009;149;108707
721;1 Ebene;1997;;92;Durchschnitt;Gut;811;Gut;NeuBerlin_B;4;Keine/Kaum;1998;2011;92;110537
80;1 Ebene;1971;;93;Durchschnitt;Durchschnitt;1258;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1971;2011;93;111739
209;1,5 Ebenen;1933;;94;Durchschnitt;Durchschnitt;629;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1995;2008;132;88606
1080;1 Ebene;2007;;172;Gut;Durchschnitt;1609;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2008;2006;172;195127
881;2 Ebenen;1975;;94;Durchschnitt;Durchschnitt;1044;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1975;2006;166;98850
555;2 Ebenen;1969;;61;Durchschnitt;Durchschnitt;763;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1969;2006;125;92775
1051;1 Ebene;1980;;99;Durchschnitt;Durchschnitt;406;Gut;NeuBerlin_B;3;Keine/Kaum;1980;2013;99;114750
261;1 Ebene;2008;;161;Gut;Durchschnitt;1170;Gut;NeuBerlin_B;5;Keine/Kaum;2008;2006;161;155623
1147;1,5 Ebenen;1948;;74;Durchschnitt;Durchschnitt;880;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1953;2013;138;101700
1218;1 Ebene;1995;;146;Gut;Durchschnitt;807;Gut;NeuBerlin_B;2;Keine/Kaum;1995;2008;146;120517
227;2 Ebenen;1918;;71;Durchschnitt;Sehr gut;723;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2006;148;93074
1356;1 Ebene;2004;;166;Gut;Durchschnitt;1191;Gut;NeuBerlin_B;3;Keine/Kaum;2004;2012;166;200801
1428;1 Ebene;2006;;46;Gut;Durchschnitt;731;;NeuBerlin_A;3;Keine/Kaum;2006;2012;178;168537
1791;2 Ebenen;1929;;118;Gut;Durchschnitt;1096;Gut;NeuBerlin_B;5;Keine/Kaum;2007;2011;193;187433
1151;1 Ebene;1977;;138;Durchschnitt;Gut;1542;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2005;2013;138;152100
110;1 Ebene;1959;;97;Durchschnitt;Durchschnitt;1022;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1959;2007;97;85652
559;1 Ebene;2006;;166;Gut;Durchschnitt;1187;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2007;2005;166;211187
2555;1 Ebene;2011;;157;Gut;Durchschnitt;1055;Gut;NeuBerlin_B;1;Keine/Kaum;2011;2013;157;220815
2316;2 Ebenen;2004;;78;Gut;Durchschnitt;958;Gut;NeuBerlin_B;1;Keine/Kaum;2004;2008;157;128151
2497;1 Ebene;1970;;82;Durchschnitt;Durchschnitt;722;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1970;2011;82;80099
1023;2,5 Ebenen;1913;;115;Durchschnitt;Durchschnitt;815;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1986;2009;184;88967
527;1 Ebene;2008;;140;Gut;Durchschnitt;827;Gut;NeuBerlin_A;5;Keine/Kaum;2009;2007;140;157981
1805;1,5 Ebenen;1950;;86;Durchschnitt;Gut;809;;NeuBerlin_A;5;Keine/Kaum;1996;2010;105;72543
786;1,5 Ebenen;1921;;108;Durchschnitt;Durchschnitt;2183;Gut;NeuBerlin_A;1;Keine/Kaum;1953;2010;155;139796
38;2 Ebenen;1970;;118;Durchschnitt;Durchschnitt;1049;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2000;2012;245;218122
728;2 Ebenen;2007;;90;Gut;Durchschnitt;253;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2006;158;77811
563;1 Ebene;2008;;156;Sehr gut;Durchschnitt;888;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2008;2010;156;201004
1324;1 Ebene;1980;;99;Durchschnitt;Durchschnitt;411;Gut;NeuBerlin_B;5;Keine/Kaum;1980;2009;99;77846
1893;1 Ebene;1982;;125;Durchschnitt;Durchschnitt;1044;Gut;NeuBerlin_B;2;Keine/Kaum;2002;2007;125;122039
2592;1,5 Ebenen;1933;;67;Gut;Durchschnitt;613;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2006;108;44891
1772;1 Ebene;1974;;169;Durchschnitt;Durchschnitt;11519;Gut;NeuBerlin_C;2;Stark;2005;2008;169;203104
1104;1 Ebene;1960;;137;Durchschnitt;Durchschnitt;847;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1960;2011;137;125355
2526;2 Ebenen;1976;;44;Durchschnitt;Durchschnitt;172;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1976;2009;91;57495
503;1 Ebene;1987;;69;Durchschnitt;Durchschnitt;724;Gut;NeuBerlin_B;4;Keine/Kaum;1987;2013;69;112500
591;1,5 Ebenen;1951;;84;Durchschnitt;Durchschnitt;1758;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2013;135;87750
2532;1 Ebene;2007;;153;Gut;Durchschnitt;384;Sehr gut;NeuBerlin_B;2;Mittel;2008;2013;153;221400
1171;2 Ebenen;1949;;91;Durchschnitt;Durchschnitt;718;Gut;NeuBerlin_B;2;Keine/Kaum;1953;2008;182;97517
2032;1,5 Ebenen;1923;;101;Durchschnitt;Durchschnitt;567;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2001;2010;111;60377
671;1 Ebene;1954;;113;Durchschnitt;Durchschnitt;892;Schlecht;NeuBerlin_A;5;Keine/Kaum;1954;2006;113;61052
1074;1 Ebene;1949;;65;Durchschnitt;Gut;430;Schlecht;NeuBerlin_C;3;Keine/Kaum;2004;2011;65;71088
696;2 Ebenen;2002;;70;Durchschnitt;Durchschnitt;232;Gut;NeuBerlin_A;2;Keine/Kaum;2002;2009;144;96140
1233;1 Ebene;1974;;79;Durchschnitt;Durchschnitt;735;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1974;2007;79;69791
2146;2 Ebenen;1939;;53;Gut;Gut;725;Gut;NeuBerlin_C;3;Keine/Kaum;2010;2011;105;124154
1429;1 Ebene;1991;;114;Gut;Durchschnitt;468;Gut;NeuBerlin_A;4;Keine/Kaum;1992;2009;114;105093
924;2 Ebenen;1994;;58;Durchschnitt;Durchschnitt;1056;Gut;NeuBerlin_B;1;Keine/Kaum;1994;2013;118;122400
1409;2 Ebenen;1983;;49;Durchschnitt;Gut;182;Gut;NeuBerlin_B;2;Keine/Kaum;1983;2008;97;83326
1168;1 Ebene;2009;;70;Durchschnitt;Durchschnitt;978;Gut;NeuBerlin_A;3;Keine/Kaum;2010;2010;129;126572
42;1 Ebene;1977;;129;Durchschnitt;Durchschnitt;1004;Gut;NeuBerlin_B;4;Mittel;1978;2005;129;95994
572;1,5 Ebenen;1942;;81;Durchschnitt;Durchschnitt;601;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2009;124;58384
708;2 Ebenen;1997;;77;Gut;Durchschnitt;1460;Gut;NeuBerlin_B;1;Keine/Kaum;1998;2010;154;142819
986;1 Ebene;1963;Familienverkauf;105;Durchschnitt;Durchschnitt;707;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2005;2008;105;90791
252;1 Ebene;2011;;161;Sehr gut;Durchschnitt;1160;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2011;2012;161;305660
1830;1 Ebene;1956;;71;Durchschnitt;Durchschnitt;773;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1956;2010;71;83122
14;2 Ebenen;1913;;61;Schlecht;Gut;759;Schlecht;NeuBerlin_B;5;Keine/Kaum;2007;2005;123;65784
1630;1 Ebene;1962;;113;Durchschnitt;Durchschnitt;936;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1962;2013;113;116055
1030;1 Ebene;2007;Familienverkauf;142;Gut;Durchschnitt;1462;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2007;142;164326
1120;1 Ebene;1980;;171;Durchschnitt;Durchschnitt;1178;Gut;NeuBerlin_B;1;Keine/Kaum;1980;2013;171;171000
132;1 Ebene;1962;;156;Durchschnitt;Durchschnitt;1093;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1962;2012;156;101801
431;2 Ebenen;1997;;91;Gut;Durchschnitt;2997;Gut;NeuBerlin_A;4;Keine/Kaum;1997;2012;172;210566
2278;2 Ebenen;1997;;113;Gut;Durchschnitt;897;Gut;NeuBerlin_B;4;Keine/Kaum;2005;2013;196;184500
324;2,5 Ebenen;1923;;54;Durchschnitt;Durchschnitt;725;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1999;2007;103;64080
2061;1 Ebene;2008;;123;Durchschnitt;Durchschnitt;1230;Gut;NeuBerlin_A;1;Keine/Kaum;2008;2008;123;136524
802;1 Ebene;1979;Familienverkauf;127;Durchschnitt;Durchschnitt;1044;Gut;NeuBerlin_B;3;Keine/Kaum;1979;2011;127;121751
135;1,5 Ebenen;1918;;81;Durchschnitt;Durchschnitt;1269;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2010;131;116295
2506;1 Ebene;1981;;114;Gut;Durchschnitt;392;Gut;NeuBerlin_C;1;Keine/Kaum;1981;2013;114;185400
2328;1 Ebene;1976;;48;Durchschnitt;Gut;201;Gut;NeuBerlin_C;3;Keine/Kaum;2009;2010;91;79344
1102;1 Ebene;1964;;106;Durchschnitt;Durchschnitt;1007;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1986;2012;106;111566
987;1 Ebene;1938;;67;Gut;Durchschnitt;414;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2006;2010;67;39294
1788;2 Ebenen;1893;;122;Durchschnitt;Durchschnitt;1088;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2002;2010;232;139040
1768;1,5 Ebenen;1957;;77;Durchschnitt;Durchschnitt;724;Durchschnitt;NeuBerlin_B;1;Mittel;1957;2010;77;79721
854;1 Ebene;1966;;84;Gut;Gut;788;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1998;2011;84;103328
1313;1 Ebene;1966;;129;Durchschnitt;Durchschnitt;983;Durchschnitt;NeuBerlin_B;5;Mittel;1987;2013;129;172800
1333;2 Ebenen;1999;;118;Gut;Durchschnitt;1029;Gut;NeuBerlin_A;2;Keine/Kaum;2000;2012;217;224999
638;1 Ebene;1961;;149;Durchschnitt;Durchschnitt;831;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1961;2013;149;121500
850;2 Ebenen;1974;;44;Durchschnitt;Durchschnitt;173;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1974;2010;91;64533
2265;1 Ebene;2006;;146;Gut;Durchschnitt;1085;Gut;NeuBerlin_A;5;Keine/Kaum;2007;2010;146;214606
1417;1 Ebene;1971;;200;Durchschnitt;Durchschnitt;2084;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2006;2005;200;148226
1564;1,5 Ebenen;1933;;93;Durchschnitt;Durchschnitt;505;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1985;2012;153;116320
1407;2 Ebenen;1903;;93;Gut;Gut;988;Schlecht;NeuBerlin_C;5;Keine/Kaum;2008;2006;187;101155
1547;1,5 Ebenen;1933;;72;Durchschnitt;Durchschnitt;819;Gut;NeuBerlin_B;3;Keine/Kaum;1953;2009;111;66169
673;1 Ebene;2002;;126;Gut;Durchschnitt;737;Gut;NeuBerlin_A;5;Keine/Kaum;2003;2008;126;137196
968;1 Ebene;1980;;104;Durchschnitt;Durchschnitt;1564;Gut;NeuBerlin_B;4;Keine/Kaum;1980;2010;104;132240
1626;1 Ebene;1961;;79;Durchschnitt;Gut;722;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2011;2013;79;104850
1862;2 Ebenen;1975;;50;Durchschnitt;Durchschnitt;153;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1975;2008;101;57501
1160;2 Ebenen;2003;;93;Gut;Durchschnitt;830;Gut;NeuBerlin_A;4;Keine/Kaum;2004;2010;175;171345
1504;2 Ebenen;2009;;172;Gut;Durchschnitt;1349;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2009;2009;255;216858
2553;1 Ebene;1979;;123;Durchschnitt;Durchschnitt;906;Gut;NeuBerlin_B;1;Keine/Kaum;1979;2008;123;117020
764;1 Ebene;1959;;88;Durchschnitt;Durchschnitt;849;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1959;2010;88;102580
1688;1 Ebene;2010;;101;Durchschnitt;Durchschnitt;928;Gut;NeuBerlin_B;2;Keine/Kaum;2011;2009;101;81183
1005;2 Ebenen;1903;;66;Gut;Gut;818;Schlecht;NeuBerlin_C;4;Keine/Kaum;2006;2011;96;91313
1282;1 Ebene;1967;;127;Durchschnitt;Durchschnitt;1141;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1967;2007;127;93266
1745;1 Ebene;2006;;78;Gut;Durchschnitt;444;Gut;NeuBerlin_B;3;Keine/Kaum;2007;2012;78;122264
1690;1,5 Ebenen;1939;;101;Durchschnitt;Durchschnitt;1086;Schlecht;NeuBerlin_C;4;Keine/Kaum;1992;2005;136;95994
2272;1 Ebene;2011;;130;Gut;Durchschnitt;869;Gut;NeuBerlin_A;3;Keine/Kaum;2011;2011;130;184069
943;1 Ebene;1924;;132;Durchschnitt;Durchschnitt;731;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2010;132;126950
1338;1 Ebene;2007;;78;Gut;Durchschnitt;444;Gut;NeuBerlin_B;2;Keine/Kaum;2007;2010;78;112819
1797;1 Ebene;1960;;129;Durchschnitt;Durchschnitt;1135;Gut;NeuBerlin_C;5;Keine/Kaum;1999;2013;129;109350
2426;1 Ebene;1961;;134;Durchschnitt;Durchschnitt;979;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1961;2007;134;100181
1703;1 Ebene;1964;;110;Durchschnitt;Durchschnitt;1436;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1964;2007;110;89142
2461;2 Ebenen;1971;;102;Durchschnitt;Durchschnitt;998;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1971;2009;183;97864
1210;1 Ebene;1979;;100;Gut;Durchschnitt;993;Sehr gut;NeuBerlin_B;2;Keine/Kaum;1979;2005;100;97123
1750;1 Ebene;1952;;44;Durchschnitt;Durchschnitt;903;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1953;2006;44;21134
1695;1 Ebene;1943;;62;Gut;Durchschnitt;543;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2008;2010;62;65666
1715;2 Ebenen;2007;;78;Gut;Durchschnitt;926;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2006;148;120602
446;1 Ebene;1925;;46;Durchschnitt;Durchschnitt;814;Durchschnitt;NeuBerlin_A;2;Keine/Kaum;1958;2005;46;19763
1272;1 Ebene;1958;;154;Durchschnitt;Durchschnitt;968;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1999;2009;154;92025
82;1 Ebene;1923;;89;Durchschnitt;Durchschnitt;316;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1993;2008;89;67185
2579;1 Ebene;1975;;80;Durchschnitt;Durchschnitt;723;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1975;2005;80;67704
1387;1 Ebene;1999;;188;Gut;Durchschnitt;2374;Sehr gut;NeuBerlin_B;5;Keine/Kaum;2000;2009;188;166814
2610;2 Ebenen;2008;;99;Gut;Durchschnitt;1318;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2005;191;141167
24;2 Ebenen;1923;;67;Durchschnitt;Durchschnitt;537;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1968;2009;134;73398
2493;2 Ebenen;2008;;105;Gut;Durchschnitt;1126;Gut;NeuBerlin_A;3;Keine/Kaum;2010;2010;232;245588
32;1,5 Ebenen;1930;;111;Durchschnitt;Schlecht;524;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1953;2012;154;114622
2442;1 Ebene;2002;;133;Gut;Durchschnitt;910;Gut;NeuBerlin_B;4;Keine/Kaum;2002;2012;133;163018
333;2 Ebenen;2003;;92;Gut;Durchschnitt;1101;Gut;NeuBerlin_A;3;Keine/Kaum;2003;2008;212;166788
2127;1 Ebene;1965;;80;Durchschnitt;Durchschnitt;709;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1965;2005;80;59290
1024;1 Ebene;1970;;101;Schlecht;Durchschnitt;603;Gut;NeuBerlin_B;2;Keine/Kaum;1970;2009;154;70061
661;1 Ebene;1959;;111;Durchschnitt;Durchschnitt;881;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1959;2011;111;96119
2105;1 Ebene;2006;;106;Gut;Durchschnitt;962;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2006;2008;106;126099
102;1 Ebene;1970;;160;Durchschnitt;Durchschnitt;1788;Gut;NeuBerlin_B;1;Keine/Kaum;1979;2011;160;158517
153;2 Ebenen;1924;;83;Durchschnitt;Durchschnitt;1036;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2013;159;126000
2514;2 Ebenen;1998;;113;Gut;Durchschnitt;1009;Gut;NeuBerlin_B;1;Keine/Kaum;1999;2007;194;152271
106;1 Ebene;1960;;126;Durchschnitt;Durchschnitt;848;Schlecht;NeuBerlin_B;5;Keine/Kaum;1960;2006;126;79008
90;1,5 Ebenen;1951;;72;Durchschnitt;Durchschnitt;607;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2013;131;125910
670;1 Ebene;2009;;156;Gut;Durchschnitt;1184;Gut;NeuBerlin_A;5;Keine/Kaum;2009;2008;156;170150
588;1 Ebene;1955;;95;Gut;Durchschnitt;766;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2008;2011;95;116545
2564;1 Ebene;1957;;98;Durchschnitt;Durchschnitt;1001;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1957;2013;98;115200
757;2 Ebenen;1972;;72;Gut;Sehr gut;1052;Durchschnitt;NeuBerlin_B;2;Mittel;1972;2012;151;146886
589;1,5 Ebenen;1943;;101;Durchschnitt;Gut;771;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1988;2010;154;90046
1215;1 Ebene;1963;;83;Durchschnitt;Durchschnitt;750;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1963;2011;83;113341
940;1 Ebene;2008;;146;Sehr gut;Durchschnitt;786;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2008;2007;146;177650
2334;1 Ebene;1964;;164;Durchschnitt;Durchschnitt;1085;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1995;2006;164;109534
2259;2 Ebenen;1999;Pool;224;Gut;Durchschnitt;1570;Sehr gut;NeuBerlin_A;3;Keine/Kaum;1999;2007;416;472676
1279;1,5 Ebenen;1951;;95;Durchschnitt;Gut;1187;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2012;2013;151;116100
535;1 Ebene;1961;;131;Sehr gut;Durchschnitt;1106;Gut;NeuBerlin_B;3;Keine/Kaum;2005;2009;131;98142
2322;1 Ebene;1968;;83;Durchschnitt;Gut;848;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2012;2013;83;124650
